"endTime","artistName","trackName","msPlayed"
"2019-06-20 18:13","The Acid","Basic Instinct","96731"
"2019-06-20 18:17","j ember","something more","196022"
"2019-06-20 18:18","Noah Kahan","Catastrophize","0"
"2019-06-20 18:18","Vacation Manor","A Toast and a Spirit","434"
"2019-06-20 18:18","Free Nationals","Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra)","32891"
"2019-06-20 18:18","Lostboycrow","Since the Day I Was Born","1312"
"2019-06-20 18:18","Max Frost","Withdrawal","521"
"2019-06-20 18:18","Jadu Heart","Heroin Song","1005"
"2019-06-20 18:18","Chelsea Cutler","Out of Focus","0"
"2019-06-20 18:18","Lydmor","New Cars and Babies","746"
"2019-06-20 18:18","Nightly","Holding On","0"
"2019-06-20 18:18","K. Roosevelt","Blinding My Vision","451"
"2019-06-20 18:18","Sports","You Are the Right One","551"
"2019-06-20 18:18","Lost Kings","Phone Down","555"
"2019-06-20 18:18","Stello","Even If I Don't","746"
"2019-06-20 18:18","Nina Nesbitt","The Best You Had","0"
"2019-06-20 18:18","Madaila","The Dance","0"
"2019-06-20 18:18","Twist","Going Home","0"
"2019-06-20 18:18","Lucy Dacus","Night Shift","285"
"2019-06-20 18:18","Lydmor","二 Money Towers","535"
"2019-06-20 18:18","Sniffle Party","Peach Dream","804"
"2019-06-20 18:18","Lydmor","一 the Mansion","0"
"2019-06-20 18:18","Timeflies","Raincoat","202"
"2019-06-20 18:21","Sports","You Are the Right One","172506"
"2019-06-20 18:43","Lucy Dacus","Night Shift","18064"
"2019-06-20 19:36","CLOVES","Wasted Time","1170"
"2019-06-20 19:36","Chrome Sparks","Marijuana","1389"
"2019-06-20 19:39","Chrome Sparks","Marijuana","181149"
"2019-06-20 19:43","The Japanese House","Lilo","250066"
"2019-06-20 19:50","Bryce Vine","Drew Barrymore","190471"
"2019-06-20 19:55","Tipper","Viscous","291921"
"2019-06-20 19:59","Litany","I Said","218102"
"2019-06-20 20:03","CLOVES","Wasted Time","244040"
"2019-06-20 20:07","MorMor","Heaven's Only Wishful","243216"
"2019-06-20 20:11","Kwamie Liv","Lost in the Girl","277000"
"2019-06-20 20:15","j ember","something more","196022"
"2019-06-20 20:22","Man of No Ego","Galactic Girl","416086"
"2019-06-20 20:35","Louis The Child","It's Strange (feat. K.Flay)","271912"
"2019-06-20 20:39","Apollo James","Lemon Haze","235728"
"2019-06-20 20:44","Violents","Awake and Pretty Much Sober","259640"
"2019-06-20 20:47","Moli","Comfortable","236000"
"2019-06-20 20:51","Biskwiq","Cucumber Water","203859"
"2019-06-20 20:57","j ember","Lo-Fi Sky","381997"
"2019-06-20 21:01","Mammals","Depraved","233661"
"2019-06-20 21:05","Tame Impala","Love/Paranoia","233733"
"2019-06-20 21:09","Helena Deland","A Stone is a Stone","253146"
"2019-06-20 21:13","Vandelux","Broken Man","221739"
"2019-06-20 21:14","SALES","Off and On","501"
"2019-06-20 21:14","Kelsey Lu","Rebel","81934"
"2019-06-20 21:14","Headhunterz","Unique","0"
"2019-06-20 21:18","Headhunterz","Unique","194693"
"2019-06-20 21:31","SALES","Off and On","209672"
"2019-06-20 23:18","Fleet Foxes","Mykonos","22806"
"2019-06-20 23:18","Fleet Foxes","Mykonos","275306"
"2019-06-20 23:21","3LAU","How You Love Me","210468"
"2019-06-21 00:07","Lizzo","Truth Hurts","44101"
"2019-06-21 00:27","Tiësto","Secrets - Diplo Remix","186615"
"2019-06-21 02:07","Mike Stud","Gas Pedal (Remix)","1023"
"2019-06-21 02:07","Flume","Never Be Like You (feat. Kai)","6471"
"2019-06-21 02:11","Flume","Never Be Like You (feat. Kai)","234909"
"2019-06-21 02:15","What So Not","High You Are","213340"
"2019-06-21 03:08","ODESZA","All We Need (feat. Shy Girls) - Beat Connection Remix","38760"
"2019-06-21 09:36","Witt Lowry","Wonder If You Wonder","235264"
"2019-06-21 09:37","Witt Lowry","Numb","18825"
"2019-06-21 09:41","Witt Lowry","Kindest Regards","294819"
"2019-06-21 09:44","Witt Lowry","Let Me Know (feat. Tori Solkowski)","161258"
"2019-06-21 09:48","Joywave","Like a Kennedy","247880"
"2019-06-21 09:49","Jagwar Twin","Long Time Coming","18103"
"2019-06-21 09:52","MISSIO","I See You","228735"
"2019-06-21 09:58","Twenty One Pilots","Chlorine","324466"
"2019-06-21 10:06","slenderbodies","lucid","260625"
"2019-06-21 10:09","TV Girl","Lovers Rock","213920"
"2019-06-21 10:14","Blind Pilot","3 Rounds and a Sound","266960"
"2019-06-21 10:17","The Paper Kites","Bloom - Bonus Track","210080"
"2019-06-21 10:21","Tom Odell","Another Love","244360"
"2019-06-21 10:21","Hobo Johnson","Typical Story","12849"
"2019-06-21 10:23","Warm Brew","In the Car","773"
"2019-06-21 10:23","Hippie Sabotage","Waiting Too Long","1680"
"2019-06-21 10:23","Azizi Gibson","Hood Opera","89152"
"2019-06-21 10:26","Dennis Lloyd","Demons","177294"
"2019-06-21 10:29","Jerry Folk","Stanley","203000"
"2019-06-21 10:32","Jerry Folk","Take Three","143255"
"2019-06-21 10:44","Take/Five","Cherry","106985"
"2019-06-21 11:42","AM!R","Dirty Whispers","232000"
"2019-06-21 11:45","AM!R","Dirty Whispers","173700"
"2019-06-21 11:49","DENM","Green","237733"
"2019-06-21 11:52","Snakehips","Days With You - Fwdslxsh Remix","6049"
"2019-06-21 11:52","Purity Ring","bodyache","173213"
"2019-06-21 11:55","Purity Ring","bodyache","173213"
"2019-06-21 11:59","Snakehips","Days With You - Fwdslxsh Remix","267677"
"2019-06-21 12:00","Snakehips","Days With You - Fwdslxsh Remix","0"
"2019-06-21 12:00","Frank Ocean","Pink Matter","17831"
"2019-06-21 12:03","Lucy Schwartz","When We Were Young","181750"
"2019-06-21 12:07","Frank Ocean","Pink Matter","246183"
"2019-06-21 12:12","Frank Ocean","Nights","307151"
"2019-06-21 12:15","Frank Ocean","Chanel","210285"
"2019-06-21 12:20","Kid Cudi","Marijuana","260200"
"2019-06-21 12:22","ScHoolboy Q","Hands On The Wheel","102638"
"2019-06-21 12:25","Big Gigantic","All of Me (feat. Logic, ROZES)","228169"
"2019-06-21 12:30","Glass Animals","Gooey","289306"
"2019-06-21 12:32","Yvng Swag","Fall in Luv","133941"
"2019-06-21 12:37","Milky Chance","Stunner","288000"
"2019-06-21 12:41","ODESZA","All We Need (feat. Shy Girls)","211200"
"2019-06-21 12:45","William Bolton","Dream at Night (feat. Dillon Ashton)","11439"
"2019-06-21 12:45","Ghost Loft","Overflow","244124"
"2019-06-21 12:48","Ghost Loft","Overflow","190370"
"2019-06-21 12:52","William Bolton","Dream at Night (feat. Dillon Ashton)","205614"
"2019-06-21 12:55","Coldplay","Clocks","184316"
"2019-06-21 12:58","Frank Ocean","Pink + White","184516"
"2019-06-21 13:02","Lemaitre","Closer","270589"
"2019-06-21 13:07","Alina Baraz","Make You Feel","270385"
"2019-06-21 13:11","Skizzy Mars","Crash (feat. Pell)","273641"
"2019-06-21 13:16","BANKS","Warm Water - Snakehips Remix","253584"
"2019-06-21 13:20","Nick Murphy / Chet Faker","I'm Into You","263693"
"2019-06-21 13:20","JPB","High","11792"
"2019-06-21 13:27","Nick Murphy / Chet Faker","I'm Into You","380274"
"2019-06-21 13:38","JPB","High","91037"
"2019-06-21 14:16","Nick Murphy / Chet Faker","I'm Into You","263693"
"2019-06-21 14:19","Alina Baraz","Make You Feel","220800"
"2019-06-21 14:24","Ghost Loft","Overflow","240641"
"2019-06-21 14:31","DENM","Green","457229"
"2019-06-21 14:55","Conro","Close","163855"
"2019-06-21 15:42","Conro","Close","23993"
"2019-06-21 15:45","Joseph Gallo","Fake Fantasy","194128"
"2019-06-21 15:47","Conro","Close","154606"
"2019-06-21 15:51","Khamsin","Leaving","212021"
"2019-06-21 15:54","COIN","Crash My Car","188306"
"2019-06-21 15:57","j ember","something more","196022"
"2019-06-21 16:01","Bea Miller","yes girl","231390"
"2019-06-21 16:07","Purity Ring","bodyache","337069"
"2019-06-21 16:10","Melanie Martinez","Pity Party","204085"
"2019-06-21 16:14","Khai","Do You Go Up - Kidswaste Remix","204391"
"2019-06-21 16:17","Josly Meso","Night Flights","173397"
"2019-06-21 16:22","Tame Impala","Eventually","318591"
"2019-06-21 16:25","Louis The Child","It's Strange (feat. K.Flay) - Bee's Knees Remix","212903"
"2019-06-21 16:29","Skizzy Mars","Make Sense","203835"
"2019-06-21 16:39","Cashmere Cat","Trust Nobody (feat. Selena Gomez & Tory Lanez)","29465"
"2019-06-21 19:21","Louis The Child","It's Strange (feat. K.Flay) - Bee's Knees Remix","1014"
"2019-06-21 19:21","Tame Impala","Eventually","0"
"2019-06-21 19:21","Khai","Do You Go Up - Kidswaste Remix","203"
"2019-06-21 19:21","JPB","High","0"
"2019-06-21 19:21","Josly Meso","Night Flights","640"
"2019-06-21 19:21","Skizzy Mars","Make Sense","587"
"2019-06-21 19:25","Khai","Do You Go Up - Kidswaste Remix","204391"
"2019-06-21 19:26","Tame Impala","Eventually","4453"
"2019-06-21 19:26","Josly Meso","Night Flights","867"
"2019-06-21 19:26","Josly Meso","Night Flights","73383"
"2019-06-21 19:30","Flume","Never Be Like You (feat. Kai)","234909"
"2019-06-21 19:35","Tame Impala","Eventually","318591"
"2019-06-21 20:03","Louis The Child","It's Strange (feat. K.Flay) - Bee's Knees Remix","47006"
"2019-06-21 20:29","Skizzy Mars","Make Sense","1003"
"2019-06-21 20:42","Louis The Child","It's Strange (feat. K.Flay) - Bee's Knees Remix","177867"
"2019-06-21 22:30","Nick Murphy / Chet Faker","I'm Into You","787"
"2019-06-21 22:30","Cashmere Cat","Trust Nobody (feat. Selena Gomez & Tory Lanez)","797"
"2019-06-21 22:30","Cashmere Cat","Trust Nobody (feat. Selena Gomez & Tory Lanez)","371"
"2019-06-21 22:30","Louis The Child","It's Strange (feat. K.Flay) - Bee's Knees Remix","820"
"2019-06-21 22:30","Tame Impala","Eventually","566"
"2019-06-21 22:30","Khai","Do You Go Up - Kidswaste Remix","0"
"2019-06-21 22:30","Skizzy Mars","Crash (feat. Pell)","116"
"2019-06-21 22:30","Ghost Loft","So High","2356"
"2019-06-21 22:30","BANKS","Warm Water - Snakehips Remix","524"
"2019-06-21 22:30","Steve Blends","Big Nuff","16038"
"2019-06-21 22:30","JPB","High","5"
"2019-06-21 22:30","Josly Meso","Night Flights","65"
"2019-06-21 22:30","Skizzy Mars","Make Sense","5147"
"2019-06-21 22:30","Skizzy Mars","Make Sense","258"
"2019-06-21 22:34","Alina Baraz","Make You Feel","220800"
"2019-06-21 22:38","Skizzy Mars","Crash (feat. Pell)","273641"
"2019-06-21 22:43","BANKS","Warm Water - Snakehips Remix","253584"
"2019-06-21 22:47","Nick Murphy / Chet Faker","I'm Into You","263693"
"2019-06-21 22:50","JPB","High","192000"
"2019-06-21 22:54","Khai","Do You Go Up - Kidswaste Remix","204391"
"2019-06-21 22:57","Josly Meso","Night Flights","173397"
"2019-06-21 23:04","Tame Impala","Eventually","318591"
"2019-06-21 23:06","Timmies","Tell Me Why I'm Waiting","123891"
"2019-06-21 23:09","Louis The Child","It's Strange (feat. K.Flay) - Bee's Knees Remix","212903"
"2019-06-21 23:10","Tame Impala","Feels Like We Only Go Backwards","0"
"2019-06-21 23:10","Tame Impala","Feels Like We Only Go Backwards","451"
"2019-06-21 23:10","Cashmere Cat","Trust Nobody (feat. Selena Gomez & Tory Lanez)","2037"
"2019-06-21 23:10","Ghost Loft","So High","518"
"2019-06-21 23:10","Disclosure","You & Me - Flume Remix","893"
"2019-06-21 23:10","Skizzy Mars","Make Sense","28484"
"2019-06-21 23:15","Disclosure","You & Me - Flume Remix","282812"
"2019-06-21 23:27","R E L","Plateau","149556"
"2019-06-22 11:01","The Neighbourhood","Daddy Issues","260173"
"2019-06-22 11:07","Radical Face","Always Gold","355666"
"2019-06-22 11:10","Hippie Sabotage","Able to See Me","193427"
"2019-06-22 11:21","The Citrus Clouds","Nature - Dan Bravo Extended Remix","72717"
"2019-06-22 11:48","Dreamgirl","Teenage Blue","258270"
"2019-06-22 11:53","LEO ISLO","Coexist","245454"
"2019-06-22 11:54","Jhené Aiko","In A World Of My Own/Very Good Advice - From ""Alice In Wonderland""","97188"
"2019-06-22 11:57","Ledinsky","DonaldTrumpMakesMeWannaSmokeCrack - Petals Remix","180937"
"2019-06-22 12:02","Cashmere Cat","Rice Rain","265100"
"2019-06-22 12:05","ODESZA","Bloom","195692"
"2019-06-22 12:09","Lana Del Rey","Florida Kilos","256040"
"2019-06-22 12:23","Alina Baraz","Fantasy","202634"
"2019-06-22 12:52","Frank Ocean","Ivy","228235"
"2019-06-22 12:54","ODESZA","My Friends Never Die","171500"
"2019-06-22 13:00","Frank Ocean","Nikes","314075"
"2019-06-22 13:04","K.Flay","Can't Sleep","251973"
"2019-06-22 13:08","Nick Murphy / Chet Faker","No Diggity","221533"
"2019-06-22 13:09","Tim Legend","Waiting on You","82004"
"2019-06-22 13:09","K.Flay","Can't Sleep","1191"
"2019-06-22 13:09","Nick Murphy / Chet Faker","No Diggity","0"
"2019-06-22 13:14","Frank Ocean","Nikes","314075"
"2019-06-22 13:18","K.Flay","Can't Sleep","251973"
"2019-06-22 13:22","Nick Murphy / Chet Faker","No Diggity","221533"
"2019-06-22 13:25","Tim Legend","Waiting on You","150846"
"2019-06-22 13:27","Flume","Holdin On","154414"
"2019-06-22 13:33","Marvin Gaye","Sexual Healing - Kygo Remix","368316"
"2019-06-22 13:38","BANKS","Warm Water - Snakehips Remix","253584"
"2019-06-22 13:42","Glass Animals","Youth","230693"
"2019-06-22 13:45","Passion Pit","Sleepyhead","174760"
"2019-06-22 13:49","Cashmere Cat","Kiss Kiss","221720"
"2019-06-22 13:52","Snoop Dogg","California Roll","170872"
"2019-06-22 13:56","Frank Ocean","Lost","234093"
"2019-06-22 14:00","Cashmere Cat","Mirror Maru","242133"
"2019-06-22 14:04","Galantis","Runaway (U & I)","227073"
"2019-06-22 14:07","Dua Lipa","Thinking 'Bout You - Live from Spotify, London","180309"
"2019-06-22 14:10","Tim Legend","Hope (feat. Naomi Wild)","173931"
"2019-06-22 14:12","Ervin Mitchell","Stay","135581"
"2019-06-22 14:17","Kiiara","Gold","291205"
"2019-06-22 14:20","Mike Stud","Gas Pedal (Remix)","181565"
"2019-06-22 14:24","Flume","Never Be Like You (feat. Kai)","234909"
"2019-06-22 14:28","What So Not","High You Are","213340"
"2019-06-22 14:32","ODESZA","All We Need (feat. Shy Girls) - Beat Connection Remix","248199"
"2019-06-22 14:36","DENM","Green","237733"
"2019-06-22 14:39","Purity Ring","bodyache","173213"
"2019-06-22 14:44","Snakehips","Days With You - Fwdslxsh Remix","267677"
"2019-06-22 14:46","Frank Ocean","Pink Matter","88366"
"2019-06-22 14:49","Niiko x SWAE","Hold Tight - Tropix and Wyle Remix","199621"
"2019-06-22 14:54","Tame Impala","Patience","292267"
"2019-06-22 14:58","Brett Castro","teach you to fall in love","223680"
"2019-06-22 15:02","Noah Chenfeld","Lucy - Robert Laser & Gabe Greenland Alternate Mix","255963"
"2019-06-22 15:05","KOAD","Come and Goes","159660"
"2019-06-22 15:08","Tame Impala","The Less I Know The Better","216320"
"2019-06-22 15:12","Shöckface","floating","225981"
"2019-06-22 15:17","Dave Knud","Breathless","280270"
"2019-06-22 15:22","Dave Knud","Breathless","332966"
"2019-06-22 15:27","Nick Vivid","Ricochet","276840"
"2019-06-22 15:30","Projector","Anybody Else","190048"
"2019-06-22 15:30","Friz","Get Up!","18335"
"2019-06-22 15:34","NEO","Skull Vibrations","206400"
"2019-06-22 15:37","Rob Styles","Up To You","193500"
"2019-06-22 15:45","Dave Knud","Breathless","324589"
"2019-06-22 15:49","Shöckface","floating","212113"
"2019-06-22 15:52","DENM","Green","237733"
"2019-06-22 15:56","Conro","Close","184000"
"2019-06-22 15:58","Discochic","Ooh I Like It","134883"
"2019-06-22 16:02","Tame Impala","Borderline","274293"
"2019-06-22 16:10","Tame Impala","Let It Happen","467586"
"2019-06-22 16:15","Tame Impala","Borderline","274293"
"2019-06-22 16:25","Niiko x SWAE","Hold Tight - Tropix and Wyle Remix","16677"
"2019-06-22 17:51","Niiko x SWAE","Hold Tight - Tropix and Wyle Remix","183192"
"2019-06-22 17:56","Tame Impala","Patience","292267"
"2019-06-22 17:59","Brett Castro","teach you to fall in love","223680"
"2019-06-22 18:05","Noah Chenfeld","Lucy - Robert Laser & Gabe Greenland Alternate Mix","273023"
"2019-06-22 18:08","KOAD","Come and Goes","128564"
"2019-06-22 18:11","KOAD","Madison Pettis","192075"
"2019-06-22 18:13","KOAD","Come and Goes","159660"
"2019-06-22 18:25","Tame Impala","The Less I Know The Better","67530"
"2019-06-23 10:00","Still Corners","The Trip","374240"
"2019-06-23 10:00","Still Corners","The Trip","11842"
"2019-06-23 10:01","Kalipzo","How U Feel","73514"
"2019-06-23 10:02","Endor","Dance & Dip","46311"
"2019-06-23 10:02","Tame Impala","Nothing That Has Happened So Far Has Been Anything We Could Control","27166"
