"endTime","artistName","trackName","msPlayed"
"2019-02-28 02:34","Petit Biscuit","Beam","0"
"2019-02-28 02:34","Ekali","Blame","90"
"2019-02-28 02:34","Kidswaste","Tonight","0"
"2019-02-28 02:34","Sam Gouthro","Work","0"
"2019-02-28 02:36","Jerry Folk","Take Three","143255"
"2019-02-28 02:43","Noosa","Walk on by (Sound Remedy Remix)","443478"
"2019-02-28 02:44","Tora","Too Much","40603"
"2019-02-28 02:47","Jerry Folk","Take Three","143255"
"2019-02-28 02:49","Tora","Too Much","128160"
"2019-02-28 02:50","Kidswaste","Tonight","96448"
"2019-02-28 02:59","ford.","Lazy Sad","0"
"2019-02-28 02:59","Beshken","The Roman Call","0"
"2019-02-28 02:59","Jerry Folk","Take Three","47"
"2019-02-28 02:59","Gidexen","Knight","0"
"2019-02-28 02:59","Young Franco","Miss You","175"
"2019-02-28 02:59","Litany","Bedroom","0"
"2019-02-28 02:59","Tora","Too Much","0"
"2019-02-28 02:59","Taska Black","In Your Eyes","0"
"2019-02-28 02:59","Petit Biscuit","Beam","0"
"2019-02-28 02:59","EZI","DaNcing in a RoOm","208"
"2019-02-28 02:59","Ekali","Blame","0"
"2019-02-28 02:59","Kidswaste","Tonight","3930"
"2019-02-28 03:02","Kaivon","Heartbeat","221818"
"2019-02-28 03:05","ford.","Lazy Sad","0"
"2019-02-28 03:05","Beshken","The Roman Call","0"
"2019-02-28 03:05","Jerry Folk","Take Three","0"
"2019-02-28 03:05","Jerry Folk","Take Three","143255"
"2019-02-28 03:05","Gidexen","Knight","210"
"2019-02-28 03:05","Young Franco","Miss You","0"
"2019-02-28 03:05","Litany","Bedroom","46"
"2019-02-28 03:05","Tora","Too Much","0"
"2019-02-28 03:05","Taska Black","In Your Eyes","46"
"2019-02-28 03:05","Golden Vessel","Before Sleep","184"
"2019-02-28 03:05","Petit Biscuit","Beam","0"
"2019-02-28 03:05","EZI","DaNcing in a RoOm","5068"
"2019-02-28 03:05","Ekali","Blame","0"
"2019-02-28 03:05","Kidswaste","Tonight","0"
"2019-02-28 03:08","Jerry Folk","Take Three","136"
"2019-02-28 03:08","Tora","Too Much","0"
"2019-02-28 03:08","Petit Biscuit","Beam","0"
"2019-02-28 03:08","Ekali","Blame","0"
"2019-02-28 03:08","Kidswaste","Tonight","202816"
"2019-02-28 03:09","ford.","Lazy Sad","201"
"2019-02-28 03:09","Kaivon","Heartbeat","497"
"2019-02-28 03:09","Beshken","The Roman Call","0"
"2019-02-28 03:09","Gidexen","Knight","201"
"2019-02-28 03:09","Young Franco","Miss You","0"
"2019-02-28 03:09","Litany","Bedroom","0"
"2019-02-28 03:09","Taska Black","In Your Eyes","0"
"2019-02-28 03:09","EZI","DaNcing in a RoOm","90"
"2019-02-28 03:12","Litany","Bedroom","18904"
"2019-02-28 03:12","EZI","DaNcing in a RoOm","208605"
"2019-02-28 03:15","Gidexen","Knight","156000"
"2019-02-28 03:20","Taska Black","In Your Eyes","221425"
"2019-02-28 03:24","ford.","Lazy Sad","210673"
"2019-02-28 03:28","Young Franco","Miss You","186424"
"2019-02-28 03:29","Beshken","The Roman Call","2996"
"2019-02-28 03:30","Jerry Folk","Take Three","1501"
"2019-02-28 03:30","Jerry Folk","Take Three","7373"
"2019-02-28 03:30","RKCB","31 / 10","306"
"2019-02-28 03:30","RKCB","31 / 10","168"
"2019-02-28 03:30","pluko","need ya (feat. Nevve)","0"
"2019-02-28 03:30","Tora","Too Much","741"
"2019-02-28 03:30","Tora","Too Much","0"
"2019-02-28 03:30","Tora","Too Little","0"
"2019-02-28 03:30","Chelsea Cutler","Your Shirt","0"
"2019-02-28 03:30","Golden Vessel","Before Sleep","1673"
"2019-02-28 03:30","Golden Vessel","Before Sleep","724"
"2019-02-28 03:30","Petit Biscuit","Beam","1199"
"2019-02-28 03:30","Ekali","Blame","84869"
"2019-02-28 03:30","KLOUD","Save The World","0"
"2019-02-28 03:30","Kidswaste","Tonight","223"
"2019-02-28 03:30","Kidswaste","Tonight","0"
"2019-02-28 03:30","Sam Gouthro","Work","174"
"2019-02-28 03:30","Sam Gouthro","Work","0"
"2019-02-28 03:36","Lostboycrow","Devil's in the Backseat","1610"
"2019-02-28 03:36","The Palms","Breakin' up","202"
"2019-02-28 03:36","Roy Woods","Go Go Go","245626"
"2019-02-28 03:40","BRIDGE","Lord Knows","247182"
"2019-02-28 03:55","The Palms","Breakin' up","344902"
"2019-02-28 03:58","Lostboycrow","Devil's in the Backseat","203335"
"2019-02-28 04:01","Jerry Folk","Take Three","140424"
"2019-02-28 04:01","Jerry Folk","Take Three","6110"
"2019-02-28 04:01","Tora","Too Much","278"
"2019-02-28 04:01","Forrest.","Your Soul","0"
"2019-02-28 04:04","RKCB","31 / 10","0"
"2019-02-28 04:04","pluko","need ya (feat. Nevve)","0"
"2019-02-28 04:04","Tora","Too Much","1816"
"2019-02-28 04:04","Tora","Too Little","131"
"2019-02-28 04:04","Forrest.","Your Soul","165496"
"2019-02-28 04:04","Chelsea Cutler","Your Shirt","0"
"2019-02-28 04:04","Golden Vessel","Before Sleep","300"
"2019-02-28 04:04","KLOUD","Save The World","46"
"2019-02-28 04:04","Kidswaste","Tonight","128"
"2019-02-28 04:04","Sam Gouthro","Work","0"
"2019-02-28 04:07","pluko","need ya (feat. Nevve)","187032"
"2019-02-28 04:09","KLOUD","Save The World","95897"
"2019-02-28 04:12","Egzod","Wake Up","584"
"2019-02-28 04:12","Egzod","Wake Up","182957"
"2019-02-28 04:12","Luke Christopher","HEART$","0"
"2019-02-28 04:12","Luke Christopher","HEART$","3256"
"2019-02-28 04:15","Shoffy","Direction","742"
"2019-02-28 04:15","Shoffy","Direction","173500"
"2019-02-28 04:15","Hyume","Another way","30639"
"2019-02-28 04:16","BAYNK","What You Need","2539"
"2019-02-28 04:16","Hyume","Another way","46989"
"2019-02-28 04:19","Hyume","Another way","193752"
"2019-02-28 04:23","Beshken","The Roman Call","238386"
"2019-02-28 04:28","Konoba","On Our Knees (feat. R.O)","277493"
"2019-02-28 04:32","R.O","Why Don't You Talk to Me","249000"
"2019-02-28 04:36","BAYNK","What You Need","218086"
"2019-02-28 04:39","Golden Vessel","Shoulders","200386"
"2019-02-28 04:42","Sam Dian","Blue Desire","198787"
"2019-02-28 04:46","Amber Mark","Lose My Cool","13368"
"2019-02-28 04:46","RKCB","Disorder","238500"
"2019-02-28 04:50","Kllo","Predicament","225345"
"2019-02-28 04:53","Klyne","Your Touch","16703"
"2019-02-28 04:53","RŮDE","Kaleidoscope","158986"
"2019-02-28 04:56","Jerry Folk","Take Three","143255"
"2019-02-28 04:59","Kllo","Predicament","225345"
"2019-02-28 05:01","Klyne","Your Touch","730"
"2019-02-28 05:01","Klyne","Your Touch","2135"
"2019-02-28 05:01","Beshken","Meghalaya's Bridge - Original Version","6265"
"2019-02-28 05:01","Beshken","Meghalaya's Bridge - Original Version","105858"
"2019-02-28 05:06","Beshken","Meghalaya's Bridge - Original Version","258616"
"2019-02-28 05:10","Jerry Folk","Purple Feelings (feat. Rainsford)","764"
"2019-02-28 05:10","Jerry Folk","Purple Feelings (feat. Rainsford)","811"
"2019-02-28 05:10","BAYNK","Come Home","1080"
"2019-02-28 05:10","BAYNK","Come Home","246923"
"2019-02-28 05:13","Emmit Fenn","Modern Flame (feat. Yuna)","185088"
"2019-02-28 05:17","Folded Like Fabric","Hunting for Reason","220960"
"2019-02-28 05:20","William Black","Take Me","192000"
"2019-02-28 05:23","Vague003","We Won't Speak Like This Again","186409"
"2019-02-28 05:26","Ekali","Forgot How To Dream (feat. K.Flay)","176086"
"2019-02-28 05:30","Kidswaste","Wild (feat. Khai)","253391"
"2019-02-28 05:34","Jerry Folk","To My Soul","221805"
"2019-02-28 05:37","Eryn Martin","Weird","207374"
"2019-02-28 05:42","Tora","Want Me Gone","277711"
"2019-02-28 05:46","Joe Hertz","Goodbye Kisses","220299"
"2019-02-28 05:50","Petit Biscuit","Palms","273397"
"2019-02-28 05:54","TENDER","Outside","250493"
"2019-02-28 05:57","RŮDE","Endless Joy","174566"
"2019-02-28 06:00","Litany","Bedroom","186781"
"2019-02-28 06:04","RKCB","Open Arms","228965"
"2019-02-28 06:07","Gidexen","Knight","156000"
"2019-02-28 06:11","Jadu Heart","The Cure","238000"
"2019-02-28 06:14","Darnell Smith","Habits (Stay High)","191296"
"2019-02-28 06:17","Vague003","Where Do I Go?","207586"
"2019-02-28 06:23","Becca Stevens Band","JAC","313293"
"2019-02-28 06:26","Eryn Martin","Swallow","204000"
"2019-02-28 06:30","Kaivon","First Breath","209577"
"2019-02-28 06:34","Jerry Folk","I'm Honestly Not a Gangster","236946"
"2019-02-28 06:36","Ekali","Blame","177151"
"2019-02-28 06:41","Beshken","Lightning By The Sea","244010"
"2019-02-28 06:44","Moods","Comfortable","216929"
"2019-02-28 06:48","vowl.","bounce back","240065"
"2019-02-28 06:52","Golden Vessel","BIGBRIGHT (feat. Elkkle, E^ST & Duckwrth)","247025"
"2019-02-28 06:56","EZI","DaNcing in a RoOm","208605"
"2019-02-28 06:57","Sam Gouthro","First Base","89521"
"2019-02-28 07:00","Darnell Smith","Sick Boy","178902"
"2019-02-28 07:03","Egzod","Wake Up","182957"
"2019-02-28 07:07","RŮDE","Eternal Youth","205766"
"2019-02-28 07:09","Tora","Too Little","125035"
"2019-02-28 07:12","Ekali","Past Life (feat. Opia)","194526"
"2019-02-28 07:16","Always Never","Tragedy","216000"
"2019-02-28 07:19","Sam Gouthro","Down for This","208571"
"2019-02-28 07:24","RKCB","31 / 10","270053"
"2019-02-28 07:27","Kidswaste","Tonight","206517"
"2019-02-28 07:31","Taska Black","In Your Eyes","222608"
"2019-02-28 07:35","Golden Vessel","Hesitate","251279"
"2019-02-28 07:39","Bearson","Go to Sleep (feat. Kailee Morgue) (feat. Kailee Morgue) - SYRE Remix","205714"
"2019-02-28 07:42","Young Franco","Miss You","186424"
"2019-02-28 07:45","RŮDE","Shinobi","186347"
"2019-02-28 07:48","Elina","Wild Enough","186658"
"2019-02-28 07:52","Folded Like Fabric","Hunting for Reason","220960"
"2019-02-28 07:55","Jerry Folk","Is Kesha Fire","191333"
"2019-02-28 07:58","Masego","Navajo","194157"
"2019-02-28 08:02","KLOUD","Save The World","229380"
"2019-02-28 08:05","Golden Vessel","Shoulders","200386"
"2019-02-28 08:09","RKCB","Disorder","238500"
"2019-02-28 08:13","Amber Mark","Lose My Cool","214578"
"2019-02-28 08:16","William Black","Take Me","192000"
"2019-02-28 08:19","Eryn Martin","Weird","207374"
"2019-02-28 08:23","Beshken","Faceless (feat. Gus Dapperton)","208538"
"2019-02-28 08:27","Mothica","Out Of It - FLYES Remix","212778"
"2019-02-28 08:30","Hyume","Another way","216000"
"2019-02-28 08:34","JOY.","Change","222929"
"2019-02-28 08:37","Taska Black","Dreaming","199772"
"2019-02-28 08:40","RŮDE","Endless Joy","174566"
"2019-02-28 08:43","Folded Like Fabric","Luxuries","196213"
"2019-02-28 08:47","SG Lewis","Sunsets - Pt. 2","216497"
"2019-02-28 08:50","Jerry Folk","Purple Feelings (feat. Rainsford)","205380"
"2019-02-28 08:53","Yeek","Only in the West","181603"
"2019-02-28 08:56","BAYNK","About Me","146656"
"2019-02-28 12:29","Jerry Folk","Take Three","161899"
"2019-02-28 12:31","Choker","Juno","103800"
"2019-02-28 13:21","Jerry Folk","Take Three","143255"
